date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-27,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-27,7506.599914550781,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,5035.040008544922,0.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0
2026-07-29,2750.6399841308594,0.0,0.0,7.0,28.0,0.0,0.0,20.0,0.0
