date,action,ticker,shares,price,cash_delta,cash_after
2026-07-27,buy,JPM,7.0,356.20001220703125,-2493.4000854492188,7506.599914550781
2026-07-28,buy,KO,28.0,88.2699966430664,-2471.5599060058594,5035.040008544922
2026-07-29,buy,WMT,20.0,114.22000122070312,-2284.4000244140625,2750.6399841308594
