date,action,ticker,shares,price,cash_delta,cash_after
2026-07-23,buy,JPM,7.0,349.8999938964844,-2449.2999572753906,7550.700042724609
2026-07-24,buy,NVDA,12.0,206.83999633789062,-2482.0799560546875,5068.620086669922
2026-07-28,buy,WMT,21.0,113.0999984741211,-2375.099967956543,2693.520118713379
2026-07-29,sell,NVDA,6.0,190.00999450683594,1140.0599670410156,3833.5800857543945
