date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-23,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-23,7550.700042724609,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-24,5068.620086669922,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,2693.520118713379,12.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0
2026-07-29,3833.5800857543945,6.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0
