date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-20,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,7586.259948730469,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21,5995.259948730469,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,3557.790008544922,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0
