date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-20,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,7586.259948730469,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21,5169.649871826172,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,2836.9898986816406,11.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
