date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-22,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-22,7562.530059814453,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-23,5057.410125732422,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-24,2589.910125732422,12.0,0.0,7.0,30.0,0.0,0.0,0.0,0.0
2026-07-28,3771.9700927734375,6.0,0.0,7.0,30.0,0.0,0.0,0.0,0.0
