date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-28,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-28,7856.140014648437,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2026-07-29,5512.899963378905,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
